First Loan Local Disbursement Month,Months Since First Loan Disbursed,Count First Loans,Count Borrowers,Count Loans,Total Amount,Total Interest Assessed,Total Rollover Charged,Total Rollover Reversed,Default Rate Amount 7D,Default Rate Amount 30D,Default Rate Amount 51D,Default Rate Amount 365D
2019-07,20,0,1958,2248,34460000,4563890,309269,0,0.100615822,0.071442876,0.062265581,
2019-07,16,0,2136,2430,32502000,4320340,334373,38389,0.111934623,0.072902116,0.064565614,0.049887325
2019-07,7,0,7663,8657,99584000,13628380,2857074,424506,0.318016083,0.306451472,0.290045396,0.223991526
2019-07,6,0,9648,11391,121395000,16860890,1777247,123734,0.162559211,0.137675335,0.132658579,0.113693082
2019-07,18,0,2107,2444,35203000,4678290,292549,3549,0.092282633,0.055998258,0.049802933,0.041193927
2019-07,10,0,319,343,2843000,392880,62550,10110,0.237273491,0.164943625,0.147127876,0.112253102
2019-07,12,0,596,684,6962000,974180,63243,10253,0.096233374,0.070148809,0.060094709,0.045151507
2019-07,17,0,2093,2405,34081000,4547780,327173,29547,0.10466805,0.071481244,0.064458005,0.04843008
2019-07,24,0,1707,1954,33403000,4441380,306764,0,0.102096188,0.069235617,0.063064557,
2019-07,25,0,1651,1874,32080000,4336610,264261,0,0.093667255,0.065501144,0.060251105,
2019-07,30,0,1573,1756,30136000,4425400,195044,0,0.090878092,0.087095218,0.055750965,
2019-07,11,0,557,680,6188000,858370,84378,9131,0.148699043,0.126064334,0.108993112,0.080884472
2019-07,2,0,26819,33219,215629000,28424580,4259755,27592,0.220512563,0.197157244,0.185532635,0.169848618
2019-07,29,0,1586,1808,31252000,4659070,301544,0,0.107348336,0.076173772,0.085314091,
2019-08,0,69752,69752,137146,406842000,53417880,7230857,18596,0.200646513,0.184267008,0.174717552,0.162970254
2019-08,1,0,33676,44921,237058000,31150150,4757237,17152,0.22398548,0.206978972,0.195860068,0.181929287
2019-08,3,0,17233,20605,145905000,20236930,2730788,66541,0.207592419,0.176571931,0.162659208,0.148294367
2019-08,26,0,1547,1779,32179000,4267410,276434,0,0.095464354,0.065047113,0.058603386,
2019-08,7,0,1719,1783,18672000,2528870,777270,147750,0.460795696,0.43210663,0.403357108,0.305480537
2019-08,31,0,342,348,5065000,765810,0,0,,,,
2019-08,13,0,2050,2392,27696000,3610570,272503,40044,0.110205404,0.073257068,0.064736659,0.052255662
2019-08,19,0,1917,2216,33455000,4422180,299395,0,0.100491378,0.075400897,0.070503496,
2019-08,15,0,2090,2366,31414000,4123410,299525,28403,0.104139947,0.066119187,0.057999017,0.046449599
2019-08,12,0,1898,2221,22776000,3089880,238718,42935,0.112449676,0.078520062,0.069239742,0.052194493
2019-08,11,0,688,814,7999000,1113310,82546,26426,0.113778226,0.077918552,0.063105534,0.043976255
2019-08,28,0,1522,1711,29325000,4451110,253347,0,0.095487709,0.060474403,0.055930034,
2019-08,4,0,13547,16228,134119000,18842980,2374614,81734,0.195562528,0.161657009,0.148936792,0.134018998
2019-08,27,0,1491,1677,30790000,4324790,277729,0,0.100003873,0.074184245,0.059096015,
2019-08,20,0,1821,2046,32496000,4278580,257526,0,0.087077197,0.051992992,0.048163045,
2019-08,18,0,1902,2130,31857000,4168560,330574,0,0.114965505,0.088624109,0.07873857,0.046775799
2019-08,16,0,2117,2483,34804000,4561800,350203,20125,0.111447151,0.071423426,0.061047004,0.049670711
2019-08,6,0,8343,9424,96729000,13377040,2790151,384488,0.318840578,0.307356398,0.294273069,0.227630535
2019-08,29,0,1435,1590,27488000,4026940,153593,0,0.083844808,0.050979748,0.026466622,
2019-08,25,0,1575,1749,31384000,4214330,299855,0,0.107053391,0.068983439,0.058337862,
2019-08,17,0,2047,2350,33855000,4458160,261789,3807,0.085656216,0.052502441,0.045919335,0.035897953
2019-08,21,0,1829,2138,34740000,4572020,262796,0,0.085306818,0.059281438,0.051196397,
2019-08,5,0,10592,12614,116305000,16247660,1659998,126878,0.158481088,0.139448151,0.134817318,0.114138297
2019-08,22,0,1700,1898,31934000,4213270,242171,0,0.086225791,0.056863913,0.049699692,
2019-08,30,0,1540,1682,26175000,3921090,29624,0,0.125500217,,,
2019-08,24,0,1601,1820,32180000,4313450,240577,0,0.082841695,0.051855899,0.046357754,
2019-08,2,0,24464,30746,190077000,25815650,3884671,41142,0.227679013,0.201464962,0.18848189,0.171984522
2019-08,23,0,1697,1935,33683000,4458100,299399,0,0.097344533,0.063906063,0.057351323,
2019-08,8,0,44,54,445000,56600,11112,3364,0.272094284,0.237591474,0.220825727,0.138557319
2019-08,14,0,2087,2430,30235000,3933610,312653,40544,0.109049629,0.075153041,0.069175446,0.050200089
2019-08,9,0,324,355,2883000,404140,46448,9413,0.173877518,0.137237115,0.115115905,0.091648998
2019-08,10,0,567,691,6429000,890430,89768,18343,0.155017945,0.122995093,0.109742377,0.075569718
2019-09,0,68313,68313,134413,382125000,50113450,6660724,25162,0.195889311,0.181662989,0.171742479,0.15991829
2019-09,13,0,2176,2577,29413000,3871360,284252,24951,0.101304757,0.065697354,0.058241014,0.048442515
2019-09,29,0,1609,1772,26080000,3856150,9055,0,0.036995012,,,
2019-09,7,0,39,51,417000,57930,11386,2049,0.29968627,0.312697917,0.303300735,0.196160521
2019-09,4,0,12752,15349,118706000,16577240,1839351,126448,0.171513306,0.148350462,0.143193929,0.12368869
2019-09,14,0,2167,2442,29465000,3864890,295880,36863,0.110120362,0.074712572,0.066292128,0.053157886
2019-09,8,0,338,355,2667000,367230,38656,2514,0.1602746,0.122370306,0.111288867,0.093554073
2019-09,2,0,23442,28669,162583000,22333820,3472897,66966,0.236404376,0.208528918,0.194309971,0.179679292
2019-09,18,0,1873,2190,31873000,4200760,278913,0,0.098052698,0.07025822,0.062558106,
2019-09,28,0,1421,1597,27365000,3945960,149063,0,0.076834514,0.060082486,0.151467645,
2019-09,26,0,1494,1689,29220000,4055470,250615,0,0.094522482,0.064900091,0.052737901,
2019-09,21,0,1720,1963,31560000,4151730,267578,0,0.093429162,0.059852958,0.054438874,
2019-09,11,0,1961,2281,21228000,2887670,259951,37820,0.135542149,0.102576475,0.091663852,0.070694899
2019-09,10,0,728,855,7647000,1033800,68843,19451,0.098799863,0.064999435,0.0562995,0.036965157
2019-09,27,0,1424,1634,28134000,4188390,229684,0,0.089838978,0.057858597,0.048631078,
2019-09,23,0,1624,1836,30409000,4081210,278585,0,0.099405074,0.06498304,0.059191669,
2019-09,9,0,667,805,6336000,858900,80783,11191,0.137525943,0.10707682,0.090098566,0.072090639
2019-09,5,0,9814,11225,98197000,13554500,2915511,400545,0.329234265,0.314350446,0.301141326,0.231429322
2019-09,19,0,1820,2044,30574000,4055970,243549,0,0.088111302,0.064635232,0.056468348,
2019-09,12,0,2089,2419,25270000,3315690,264294,34214,0.114769471,0.078925795,0.072601302,0.055836176
2019-09,20,0,1819,2104,32712000,4343250,261327,0,0.089699757,0.059565431,0.054445991,
2019-09,25,0,1555,1799,30886000,4072830,224284,0,0.081434815,0.048174474,0.043282951,
2019-09,6,0,2029,2095,19541000,2630600,776909,157602,0.438204202,0.411917872,0.385327779,0.275904492
2019-09,24,0,1590,1796,30061000,3945610,251725,0,0.093975196,0.068742424,0.0593277,
2019-09,17,0,1933,2167,30309000,3967090,320656,2576,0.117466715,0.073692104,0.064061921,0.046161332
2019-09,16,0,2084,2398,32010000,4201840,290838,3086,0.101042977,0.065061747,0.059585957,0.042086861
2019-09,22,0,1674,1930,31535000,4163940,288112,0,0.102085861,0.072803418,0.064408177,
2019-09,15,0,2144,2466,31784000,4229380,357240,27879,0.123919262,0.075997467,0.064066629,0.05180935
2019-09,1,0,34232,46668,224718000,30138020,4703390,44383,0.233296052,0.214156195,0.20383428,0.18995709
2019-09,30,0,364,372,5366000,799030,0,0,,,,
2019-09,3,0,16742,20240,134899000,18860470,2632707,96641,0.21586086,0.183225294,0.168669698,0.153098125
2019-10,0,44787,44787,88351,253319000,35047140,4498511,33768,0.199689236,0.18392692,0.174081776,0.161429547
2019-10,6,0,32,48,350000,44970,10324,0,0.341274021,0.356933485,0.301141887,0.216857392
2019-10,10,0,1711,1992,16396000,2285160,183754,29707,0.121658838,0.088998552,0.078204695,0.062454592
2019-10,20,0,1330,1494,23762000,3128980,220037,0,0.102647207,0.076250515,0.065190694,
2019-10,4,0,8002,9230,70628000,9856300,2087652,257422,0.326356311,0.315758989,0.302116189,0.236730239
2019-10,26,0,1067,1190,20746000,3025970,180267,0,0.096872886,0.062657386,0.059907629,
2019-10,1,0,21920,28539,136947000,19087030,2991148,45906,0.242058998,0.222064245,0.209685296,0.195895402
2019-10,12,0,1844,2165,22129000,2987050,247652,29903,0.117943855,0.077293606,0.071065494,0.055998923
2019-10,3,0,10877,13131,87005000,12293420,1583698,107954,0.201401382,0.174670748,0.167901669,0.145934109
2019-10,7,0,265,299,1860000,261230,30960,4708,0.180382137,0.161906244,0.14587095,0.108503431
2019-10,29,0,258,270,3577000,535380,0,0,,,,
2019-10,18,0,1407,1587,23425000,3134140,189237,0,0.08878379,0.051854025,0.043394895,
2019-10,24,0,1224,1377,23876000,3135920,223443,0,0.104831867,0.0716803,0.064603577,
2019-10,16,0,1545,1753,23801000,3150230,237573,274,0.111382576,0.078023847,0.070521016,0.04772675
2019-10,23,0,1199,1339,23048000,3058370,181095,0,0.088995517,0.067791098,0.057797386,
2019-10,5,0,1867,1931,15674000,2139800,671620,114415,0.472996969,0.447879709,0.421385606,0.321003446
2019-10,11,0,1868,2163,20336000,2739050,202514,17953,0.1112111,0.076578038,0.069626816,0.053292502
2019-10,9,0,601,707,5550000,787750,70741,14628,0.134271928,0.085208907,0.076915472,0.055422479
2019-10,17,0,1471,1709,24235000,3229200,235937,0,0.10874289,0.077857052,0.069221066,
2019-10,14,0,1701,1989,23877000,3180990,240878,22677,0.112346722,0.078966252,0.071558438,0.057816905
2019-10,2,0,15503,19189,108895000,15487940,2457246,91427,0.248831953,0.219520394,0.204877178,0.186271727
2019-10,27,0,1082,1229,21124000,2998150,129468,0,0.085981145,0.066912122,,
2019-10,13,0,1783,2064,23107000,3072210,247020,32462,0.118552508,0.080814365,0.072922585,0.057850704
2019-10,19,0,1394,1627,24552000,3281720,178545,0,0.081116783,0.058314849,0.049804755,
2019-10,25,0,1136,1258,22193000,3063030,232531,0,0.116492742,0.080263369,0.066341239,
2019-10,8,0,510,632,4246000,599100,59765,9751,0.153987121,0.112709728,0.098063802,0.071456796
2019-10,22,0,1239,1439,23754000,3162050,172081,0,0.079837914,0.053540017,0.046427308,
2019-10,28,0,1151,1272,19123000,2847510,13456,0,0.067303995,,,
2019-10,15,0,1661,1956,24570000,3247340,180204,3479,0.084306124,0.049800833,0.043932246,0.033919871
2019-10,21,0,1298,1481,23666000,3181100,223890,0,0.10514912,0.069225876,0.062763423,
2019-11,0,35815,35815,68570,190119000,27718720,3296336,50433,0.192857511,0.176584054,0.165110495,0.153988266
2019-11,27,0,1010,1102,17137000,2551200,9350,0,0.053412924,,,
2019-11,20,0,1188,1360,22689000,2972910,181246,0,0.087980444,0.058697165,0.052866763,
2019-11,24,0,1019,1143,20146000,2805490,172444,0,0.098221466,0.072404872,0.05939494,
2019-11,16,0,1416,1614,21797000,2898400,196343,0,0.100280431,0.071338154,0.065518433,
2019-11,18,0,1290,1478,22667000,2993870,187421,0,0.090578342,0.056794821,0.047808612,
2019-11,25,0,957,1097,19604000,2854010,158453,0,0.091454654,0.054151202,0.048750629,
2019-11,19,0,1176,1346,21319000,2778840,164999,0,0.085014942,0.057304671,0.052028536,
2019-11,26,0,949,1071,18406000,2616150,93437,0,0.072008859,0.058802924,0.038810097,
2019-11,14,0,1515,1752,22393000,2952790,158000,2809,0.078154862,0.041116791,0.03778062,0.0312739
2019-11,4,0,1658,1719,13046000,1791040,522099,99956,0.44146083,0.416088949,0.389222017,0.287703875
2019-11,3,0,8603,10009,66784000,9484200,2060070,258273,0.340888907,0.329402414,0.315471209,0.250401619
2019-11,7,0,474,590,4047000,564760,61675,9373,0.167218627,0.140872399,0.128667244,0.103762222
2019-11,15,0,1435,1601,21312000,2802380,227280,0,0.118189976,0.090238546,0.081223343,0.043913237
2019-11,10,0,1801,2087,18319000,2440460,206216,27068,0.122147606,0.084718921,0.075941075,0.059027441
2019-11,2,0,12316,15276,86896000,12524370,1730486,102432,0.219230201,0.199644114,0.193930974,0.172072256
2019-11,17,0,1338,1501,21798000,2902620,189060,0,0.097091526,0.064594563,0.057705041,
2019-11,21,0,1149,1313,22045000,2938110,164074,0,0.082249775,0.059165346,0.057136253,
2019-11,8,0,499,592,4682000,654460,43103,4051,0.098777654,0.081770582,0.072352903,0.063251234
2019-11,13,0,1611,1875,22115000,2945160,242560,11500,0.121600566,0.080915965,0.074586448,0.06225224
2019-11,12,0,1711,1958,21200000,2819370,201397,29175,0.104189077,0.067239613,0.06025123,0.047876601
2019-11,11,0,1736,2032,20434000,2714260,216388,23588,0.112837725,0.080494343,0.071616615,0.059025841
2019-11,23,0,1053,1200,21161000,2780310,200300,0,0.104941918,0.075153728,0.068033194,
2019-11,9,0,1693,1981,15433000,2124580,179688,26872,0.128666928,0.098469533,0.089107171,0.068192408
2019-11,22,0,1099,1220,21105000,2779230,181506,0,0.098346335,0.067082095,0.062466986,
2019-11,28,0,223,231,3288000,482800,0,0,,,,
2019-11,1,0,18128,24420,115636000,16812300,2613029,69359,0.24823918,0.224109107,0.213029859,0.199251358
2019-11,5,0,26,29,191000,27790,8039,2185,0.459253165,0.406685212,0.373752915,0.330967381
2019-11,6,0,235,245,1479000,204210,20480,4892,0.151371525,0.115095469,0.10559198,0.076431745
2019-12,0,36932,36932,71056,194885000,28646880,3682526,96125,0.209133127,0.192629288,0.182039335,0.16933073
2019-12,2,0,11571,13668,77100000,11020550,2594714,241905,0.370647151,0.363819921,0.352962933,0.290939014
2019-12,20,0,952,1075,17626000,2362450,114674,0,0.073268261,0.059002024,0.05395261,
2019-12,26,0,902,1017,14857000,2162280,20484,0,0.125689686,,,
2019-12,17,0,1084,1264,18568000,2466440,130345,0,0.078895306,0.051186501,0.047716744,
2019-12,1,0,17476,23164,108990000,15753330,2387042,104483,0.241256998,0.228785744,0.223273594,0.203117248
2019-12,22,0,917,1072,18887000,2475950,139237,0,0.08220529,0.060419896,0.05618694,
2019-12,8,0,1446,1702,12284000,1674030,126971,10589,0.112426336,0.081656258,0.074758171,0.062992773
2019-12,16,0,1059,1196,17190000,2270730,132617,0,0.086022297,0.057400811,0.054348397,
2019-12,9,0,1560,1839,15569000,2051390,193460,27271,0.139162954,0.104813222,0.094664505,0.0735994
2019-12,13,0,1330,1566,19096000,2511510,152715,0,0.088828866,0.058376464,0.053430973,0.041871752
2019-12,6,0,520,633,3778000,538810,62189,12564,0.179002782,0.136009166,0.120952071,0.092129274
2019-12,25,0,783,855,14930000,2161940,92044,0,0.085163842,0.042318923,,
2019-12,14,0,1160,1307,17338000,2273320,151839,0,0.098977785,0.080114065,0.071779264,0.03212965
2019-12,11,0,1430,1660,17443000,2266280,165489,20726,0.104759943,0.06846925,0.05963988,0.048328554
2019-12,21,0,943,1053,17879000,2367840,135977,0,0.084036177,0.049534223,0.046138323,
2019-12,15,0,1153,1349,18398000,2437100,171131,0,0.102792729,0.078685177,0.073493765,
2019-12,12,0,1378,1626,18233000,2403470,170376,13799,0.102822629,0.070204345,0.060964838,0.046499503
2019-12,19,0,992,1138,18373000,2458260,160738,0,0.09715805,0.07067231,0.06096061,
2019-12,10,0,1469,1746,16583000,2183080,173588,16716,0.113733875,0.086118194,0.079683181,0.065768207
2019-12,24,0,803,898,15754000,2310710,126781,0,0.088099539,0.066867735,0.05848921,
2019-12,18,0,1005,1138,17707000,2341140,131305,0,0.081536302,0.048618185,0.044364253,
2019-12,3,0,2190,2261,14117000,1974790,606946,82430,0.475966746,0.454392596,0.435178687,0.341959475
2019-12,23,0,885,1005,18023000,2533300,168101,0,0.102277355,0.082370858,0.068948937,
2019-12,27,0,217,223,3205000,476550,0,0,,,,
2019-12,4,0,43,49,305000,44520,9957,2966,0.358857862,0.315847745,0.278487914,0.204079816
2019-12,7,0,545,642,4532000,632800,46855,8921,0.10814905,0.075991472,0.070376674,0.056246793
2019-12,5,0,285,306,1637000,234030,32421,3464,0.214486139,0.174958536,0.158348179,0.123277668
2020-01,0,35980,35980,69289,193202000,28204850,3383126,134272,0.19392322,0.181664345,0.175110178,0.159705549
2020-01,15,0,1176,1334,18830000,2409450,125501,0,0.073092539,0.056436919,0.053097899,
2020-01,14,0,1219,1445,19743000,2492110,160179,0,0.090108351,0.066975068,0.061497889,
2020-01,25,0,1068,1159,16895000,2399440,7001,0,0.048363846,,,
2020-01,17,0,1104,1259,19990000,2551470,152119,0,0.084095136,0.053101825,0.047549949,
2020-01,23,0,907,1024,18821000,2664190,125826,0,0.07623594,0.055519418,0.048559963,
2020-01,11,0,1509,1766,19246000,2475730,151477,13085,0.087452978,0.055953021,0.050595964,0.040344107
2020-01,6,0,633,768,5179000,728490,58650,6252,0.122083457,0.103501138,0.087533979,0.074181619
2020-01,2,0,3642,3834,20390000,2867250,879526,93218,0.47444715,0.458895163,0.437237183,0.348805087
2020-01,1,0,16994,21736,105786000,15051020,3397299,286911,0.353876355,0.351484358,0.342832092,0.290147642
2020-01,20,0,1018,1172,20301000,2586810,130230,0,0.072169108,0.04918086,0.043366671,
2020-01,9,0,1571,1853,16957000,2181450,162759,16302,0.104550299,0.072542812,0.066363391,0.056603365
2020-01,10,0,1507,1757,18091000,2289610,184177,26686,0.112767429,0.08146187,0.074573882,0.062276111
2020-01,16,0,1206,1383,20978000,2676590,139013,0,0.073528499,0.053621093,0.045931001,
2020-01,7,0,1508,1771,12171000,1621720,128295,13204,0.115470358,0.096659542,0.083407741,0.064965123
2020-01,21,0,1040,1194,20369000,2600510,139930,91,0.07612499,0.050876189,0.046111306,
2020-01,26,0,258,261,3600000,546660,0,0,,,,
2020-01,22,0,967,1101,19424000,2594010,146192,0,0.085469655,0.059090673,0.043294886,
2020-01,24,0,910,1028,18177000,2521910,89956,0,0.067441226,0.051431984,0.006930616,
2020-01,3,0,44,49,267000,39900,7536,2871,0.307168459,0.250607437,0.231582898,0.140489639
2020-01,18,0,1080,1250,20800000,2650310,163215,1,0.087645621,0.064852325,0.057013978,
2020-01,13,0,1270,1452,18737000,2376580,194035,0,0.115306818,0.081163378,0.071984359,0.055637288
2020-01,5,0,689,852,4536000,658910,79195,6694,0.192386779,0.142656811,0.133914293,0.117265463
2020-01,8,0,1642,1960,15605000,2013880,173417,16120,0.124360107,0.08953459,0.082894441,0.070554043
2020-01,4,0,353,385,1855000,270860,37245,3488,0.219351227,0.219255191,0.209139177,0.178620085
2020-01,19,0,1034,1167,19278000,2491020,158060,0,0.087210955,0.048077628,0.044140214,
2020-01,12,0,1456,1703,20032000,2549700,182467,567,0.102005174,0.064336376,0.057597188,0.043073706
2020-02,0,20275,20275,36605,108191000,15135110,2412268,196765,0.2477201,0.245305117,0.238521683,0.201614821
2020-02,12,0,1006,1131,13108000,1757570,134030,0,0.112898116,0.091157364,0.083063282,0.038220222
2020-02,9,0,1260,1460,12989000,1703820,137660,9175,0.116338388,0.086658018,0.078700757,0.057872638
2020-02,8,0,1345,1610,12537000,1641700,136697,17228,0.112802161,0.079960325,0.069100284,0.053978414
2020-02,16,0,799,900,13192000,1758550,94328,0,0.079284874,0.055738372,0.050009312,
2020-02,23,0,584,657,10966000,1602970,42630,0,0.05562907,0.036846506,,
2020-02,25,0,157,162,1935000,288400,0,0,,,,
2020-02,18,0,789,913,14279000,1942220,129066,0,0.099595549,0.067851229,0.062976024,
2020-02,11,0,1113,1296,14089000,1882010,150243,860,0.118477179,0.084557385,0.077823727,0.069226387
2020-02,1,0,3529,3837,17802000,2490550,714761,83816,0.443830787,0.42887688,0.414170191,0.343551168
2020-02,3,0,341,371,1237000,187990,25554,3437,0.222141208,0.201594712,0.194836558,0.143206962
2020-02,5,0,548,657,3545000,503580,52216,7466,0.15656403,0.125555868,0.11314657,0.094626751
2020-02,14,0,896,1029,13835000,1834790,120786,184,0.098572609,0.072264178,0.064269093,
2020-02,2,0,30,34,228000,27530,7959,828,0.493797206,0.498195371,0.494400146,0.449047209
2020-02,15,0,876,1025,14137000,1884570,136307,0,0.104706935,0.087861233,0.08461291,
2020-02,19,0,709,785,12564000,1703620,120778,0,0.10760279,0.084800754,0.082238298,
2020-02,6,0,1347,1618,8557000,1186730,105018,11009,0.134615781,0.10920685,0.098961039,0.080201556
2020-02,20,0,688,783,13015000,1739980,83343,0,0.070624155,0.050664915,0.047374099,
2020-02,4,0,603,768,3228000,479010,59561,5631,0.202979787,0.176804048,0.162891925,0.127351111
2020-02,24,0,750,839,11099000,1678470,3625,0,0.046068476,,,
2020-02,13,0,963,1115,13704000,1829400,123639,762,0.102751805,0.076594687,0.064632783,
2020-02,10,0,1194,1391,13948000,1831880,145725,10380,0.116242836,0.07577169,0.068963094,0.052803897
2020-02,21,0,658,733,12124000,1725980,92980,0,0.083917089,0.059265196,0.050735005,
2020-02,7,0,1423,1722,11039000,1470090,137803,14719,0.139670979,0.10856444,0.097884816,0.081118316
2020-02,22,0,609,673,11312000,1676180,128688,0,0.125954665,0.081002264,0.062188614,
2020-02,17,0,784,902,13653000,1832750,120490,0,0.09545273,0.072516314,0.066294252,
2020-03,0,12771,12771,15407,34779000,4790450,1073180,143698,0.341841217,0.32632721,0.310376702,0.228796666
2020-03,12,0,798,922,9090000,1258010,104268,0,0.125803812,0.098836532,0.095687007,
2020-03,17,0,552,649,8924000,1231500,61361,0,0.07417587,0.044333186,0.041304174,
2020-03,18,0,533,603,8467000,1174590,70946,0,0.0916182,0.069871041,0.060741396,
2020-03,6,0,1265,1584,7184000,1004420,100506,9192,0.15710163,0.120615895,0.116815569,0.095630352
2020-03,14,0,689,817,9332000,1276120,82147,0,0.096846454,0.073188443,0.070899071,
2020-03,13,0,710,789,8649000,1205900,90952,184,0.116238242,0.09556778,0.085712918,
2020-03,16,0,604,680,8806000,1224180,91202,0,0.113278641,0.090027923,0.086024418,
2020-03,15,0,617,698,8710000,1203100,89181,0,0.110731065,0.076732032,0.072008569,
2020-03,2,0,155,165,348000,52450,6962,476,0.223498564,0.19981002,0.19326873,0.167164934
2020-03,7,0,1169,1473,8464000,1173850,103134,9275,0.131212667,0.104130548,0.100059809,0.086521033
2020-03,5,0,1187,1454,5181000,745880,72697,5616,0.146460573,0.119596163,0.110960621,0.092030571
2020-03,24,0,166,171,1932000,288510,0,0,,,,
2020-03,19,0,541,635,8941000,1221130,90595,0,0.111734843,0.077188455,0.07283332,
2020-03,20,0,507,583,8347000,1174420,64184,0,0.084267683,0.061348664,0.056270232,
2020-03,4,0,430,534,2301000,330370,30105,3954,0.145133524,0.127555961,0.109821434,0.087188871
2020-03,3,0,499,696,1965000,295000,34532,2871,0.200896903,0.191676996,0.181413029,0.14852702
2020-03,10,0,932,1093,9512000,1309980,101775,4317,0.118430176,0.088591972,0.078851457,0.064810978
2020-03,23,0,542,607,7656000,1171440,13666,0,0.132310457,,,
2020-03,22,0,442,509,7816000,1190680,52700,0,0.092232549,0.100311103,0.158156212,
2020-03,1,0,3,3,17000,2280,533,0,0.345435685,0.363044466,0.363044466,0.363044466
2020-03,8,0,1079,1261,8483000,1164410,98900,9065,0.128976689,0.094516181,0.086474368,0.072955611
2020-03,11,0,801,908,8493000,1180270,96797,0,0.126269271,0.089048276,0.0849351,0.051516067
2020-03,9,0,1017,1180,9107000,1266780,119594,6859,0.144178113,0.104384634,0.096622593,0.077506202
2020-03,21,0,474,553,8721000,1330940,93232,0,0.115941699,0.094670722,0.081649673,
2020-04,0,533,533,973,1818000,233090,45430,1779,0.283930983,0.287948601,0.280910747,0.255776239
2020-04,1,0,161,234,808000,103770,20237,1003,0.277711484,0.256149364,0.244200956,0.223987588
2020-04,9,0,24,29,202000,29040,2190,0,0.118529259,0.111520816,0.111520816,0.076179337
2020-04,4,0,54,71,362000,48960,4445,1113,0.135261339,0.116134856,0.092998399,0.048090418
2020-04,22,0,14,15,110000,16390,266,0,0.505617978,,,
2020-04,11,0,21,25,222000,33290,2365,0,0.115829057,0.104539015,0.092895539,
2020-04,14,0,17,20,217000,27750,1701,0,0.086864147,0.093166593,0.08505139,
2020-04,19,0,18,20,203000,30070,476,0,0.025528811,0.027514922,0.028390164,
2020-04,8,0,29,35,257000,37480,4408,0,0.17385561,0.173024678,0.170164075,0.136101148
2020-04,3,0,72,87,389000,52040,13656,1591,0.387096408,0.337275894,0.32047126,0.263796031
2020-04,13,0,17,19,182000,26390,1434,0,0.086088584,0.090904758,0.090904758,
2020-04,15,0,17,19,164000,24190,4299,0,0.285509326,0.276218381,0.269823211,
2020-04,6,0,43,51,333000,45020,6186,0,0.20459235,0.196548206,0.193203646,0.178287169
2020-04,2,0,96,130,526000,68130,10867,849,0.230989851,0.196596016,0.18440422,0.168223975
2020-04,12,0,19,21,215000,31430,6113,0,0.310108347,0.29268283,0.29268283,
2020-04,21,0,15,17,164000,23590,3153,0,0.253740183,0.050061754,,
2020-04,10,0,25,29,236000,34690,1819,0,0.085385496,0.086129265,0.079579023,
2020-04,7,0,34,39,276000,37260,5339,0,0.213126476,0.197903948,0.190998716,0.151004868
2020-04,5,0,53,60,310000,42670,3397,880,0.120412851,0.096158869,0.08628994,0.070570988
2020-04,20,0,19,22,236000,35080,3237,0,0.149254833,0.166453982,0.244131345,
2020-04,16,0,15,16,141000,20430,646,0,0.050052654,0.015856759,0.015856759,
2020-04,23,0,1,1,1000,100,0,0,,,,
2020-04,18,0,21,23,178000,25980,920,0,0.056427101,0.058223524,0.058223524,
2020-04,17,0,17,19,131000,19930,1221,0,0.101106473,0.108320024,0.101747606,
2020-05,0,370,370,685,1230000,160060,31984,1275,0.290410486,0.289227338,0.280490618,0.26454296
2020-05,4,0,46,50,255000,36990,6945,638,0.297356074,0.236646763,0.230625387,0.196035928
2020-05,6,0,24,27,163000,25300,4108,0,0.272687201,0.25584695,0.25584695,0.25584695
2020-05,2,0,79,113,429000,57810,10890,1699,0.280004519,0.239121961,0.226294957,0.203044002
2020-05,20,0,5,5,39000,7970,949,0,0.327172414,1,,
2020-05,10,0,17,21,100000,15400,2293,0,0.248613518,0.207641916,0.186400211,
2020-05,7,0,21,27,191000,28440,2529,0,0.144048487,0.151683343,0.145241002,0.145241002
2020-05,15,0,4,5,33000,4880,762,0,0.251319958,0.017493919,,
2020-05,11,0,10,11,73000,11670,380,0,0.056135585,0.060352734,0.060352734,
2020-05,19,0,3,4,66000,12870,0,0,,,,
2020-05,1,0,118,175,582000,75650,14069,134,0.267911503,0.262961149,0.255014374,0.228348461
2020-05,14,0,5,5,48000,7070,1007,0,0.228618122,0.022914921,0.022914921,
2020-05,3,0,53,66,319000,46550,3920,153,0.140957461,0.140068206,0.138441551,0.124868054
2020-05,8,0,19,25,149000,21650,4049,0,0.29668913,0.243080956,0.205851207,0.196526597
2020-05,12,0,14,16,103000,15460,3350,0,0.353621476,0.357031442,0.321993268,
2020-05,21,0,5,5,60000,14160,170,0,0.954954955,,,
2020-05,9,0,15,18,117000,18060,5096,0,0.471568192,0.315077485,0.27797597,0.18861561
2020-05,18,0,6,6,48000,7610,1102,0,0.247797159,0.262413599,0.222350647,
2020-05,13,0,10,11,61000,9040,1673,0,0.298686465,0.301158786,0.255964748,
2020-05,22,0,1,1,1000,140,0,0,,,,
2020-05,17,0,5,5,51000,7940,1002,0,0.21260604,0.220763405,0.220763405,
2020-05,16,0,7,7,47000,7160,360,0,0.083271787,0.087545855,0.083877476,
2020-05,5,0,37,48,285000,40980,8009,0,0.307135407,0.317761962,0.315965496,0.26641596
2020-06,0,227,227,408,717000,91560,19476,543,0.302079005,0.291539257,0.283306523,0.256341512
